attack_type,security_tools_used,industry
Ransomware,Firewall,Healthcare
Malware,Endpoint Detection,Education
DDoS,IDS,Education
DDoS,Firewall,Education
SQL Injection,Firewall,Healthcare
Ransomware,MFA,Retail
SQL Injection,WAF,Government
DDoS,MFA,Energy
Malware,MFA,Education
DDoS,SIEM,Finance
Malware,Firewall,Retail
Cross-Site Scripting,SIEM,Technology
Cross-Site Scripting,VPN,Finance
Cross-Site Scripting,SIEM,Government
Cross-Site Scripting,VPN,Manufacturing
Ransomware,WAF,Government
Brute Force,Firewall,Retail
DDoS,Antivirus,Energy
Cross-Site Scripting,VPN,Education
Malware,Antivirus,Manufacturing
Phishing,SIEM,Manufacturing
Ransomware,Endpoint Detection,Manufacturing
DDoS,IDS,Government
Ransomware,WAF,Healthcare
Ransomware,WAF,Government
Brute Force,SIEM,Technology
Zero-Day Exploit,VPN,Technology
DDoS,WAF,Government
Phishing,Firewall,Technology
SQL Injection,Endpoint Detection,Healthcare
Cross-Site Scripting,MFA,Energy
Phishing,VPN,Manufacturing
Phishing,Antivirus,Technology
Cross-Site Scripting,IDS,Government
Malware,WAF,Healthcare
Ransomware,Firewall,Healthcare
Cross-Site Scripting,WAF,Retail
Brute Force,MFA,Healthcare
SQL Injection,MFA,Government
Malware,Endpoint Detection,Energy
DDoS,IDS,Retail
Cross-Site Scripting,Antivirus,Finance
Ransomware,WAF,Education
Malware,Antivirus,Government
Malware,Firewall,Technology
Zero-Day Exploit,Firewall,Energy
Cross-Site Scripting,Endpoint Detection,Healthcare
Brute Force,MFA,Government
Phishing,VPN,Finance
Ransomware,WAF,Finance
Ransomware,Antivirus,Government
SQL Injection,Endpoint Detection,Technology
SQL Injection,Firewall,Manufacturing
Malware,Endpoint Detection,Retail
Malware,SIEM,Finance
SQL Injection,WAF,Government
Cross-Site Scripting,Firewall,Manufacturing
Phishing,Firewall,Manufacturing
Brute Force,Antivirus,Manufacturing
Cross-Site Scripting,SIEM,Retail
Zero-Day Exploit,Firewall,Healthcare
Zero-Day Exploit,Firewall,Finance
Cross-Site Scripting,Antivirus,Retail
SQL Injection,Firewall,Government
Phishing,Endpoint Detection,Healthcare
Ransomware,IDS,Healthcare
Zero-Day Exploit,Antivirus,Government
Brute Force,Antivirus,Technology
Phishing,VPN,Healthcare
Phishing,Endpoint Detection,Energy
Phishing,Endpoint Detection,Technology
Brute Force,SIEM,Healthcare
DDoS,Firewall,Finance
SQL Injection,IDS,Energy
Malware,Antivirus,Healthcare
SQL Injection,Firewall,Finance
Malware,Antivirus,Education
SQL Injection,VPN,Education
Brute Force,Firewall,Manufacturing
Cross-Site Scripting,IDS,Education
Brute Force,VPN,Finance
Zero-Day Exploit,WAF,Government
Brute Force,Antivirus,Technology
DDoS,Antivirus,Healthcare
Ransomware,IDS,Healthcare
Zero-Day Exploit,Endpoint Detection,Manufacturing
DDoS,Firewall,Technology
Zero-Day Exploit,Endpoint Detection,Technology
Brute Force,IDS,Healthcare
Cross-Site Scripting,IDS,Education
Phishing,Firewall,Healthcare
DDoS,Endpoint Detection,Manufacturing
Phishing,Antivirus,Energy
Zero-Day Exploit,IDS,Finance
SQL Injection,SIEM,Government
Phishing,Endpoint Detection,Retail
Cross-Site Scripting,Firewall,Education
Zero-Day Exploit,SIEM,Finance
DDoS,MFA,Government
Cross-Site Scripting,MFA,Healthcare
Malware,Antivirus,Manufacturing
Brute Force,VPN,Technology
Phishing,SIEM,Government
SQL Injection,Antivirus,Government
Malware,SIEM,Manufacturing
Cross-Site Scripting,MFA,Healthcare
Zero-Day Exploit,IDS,Technology
Zero-Day Exploit,Endpoint Detection,Manufacturing
Zero-Day Exploit,WAF,Retail
Cross-Site Scripting,WAF,Retail
Malware,WAF,Manufacturing
Cross-Site Scripting,Endpoint Detection,Healthcare
Cross-Site Scripting,SIEM,Retail
Malware,Endpoint Detection,Retail
Cross-Site Scripting,IDS,Healthcare
SQL Injection,MFA,Government
Phishing,SIEM,Healthcare
Malware,MFA,Healthcare
SQL Injection,MFA,Education
Malware,Antivirus,Technology
Malware,MFA,Technology
Phishing,MFA,Healthcare
Malware,MFA,Technology
SQL Injection,WAF,Technology
Phishing,Firewall,Education
Brute Force,Endpoint Detection,Education
Brute Force,Endpoint Detection,Retail
Phishing,Endpoint Detection,Technology
Ransomware,WAF,Government
Cross-Site Scripting,WAF,Retail
Phishing,Antivirus,Retail
Phishing,Firewall,Government
Brute Force,IDS,Finance
Zero-Day Exploit,Endpoint Detection,Manufacturing
SQL Injection,MFA,Education
Zero-Day Exploit,MFA,Healthcare
Phishing,SIEM,Retail
Cross-Site Scripting,Antivirus,Healthcare
DDoS,Endpoint Detection,Government
Malware,MFA,Manufacturing
Cross-Site Scripting,Endpoint Detection,Healthcare
SQL Injection,VPN,Education
Brute Force,WAF,Government
Malware,IDS,Education
SQL Injection,SIEM,Retail
Phishing,VPN,Retail
SQL Injection,Antivirus,Government
Phishing,SIEM,Finance
Brute Force,WAF,Technology
Ransomware,MFA,Technology
Cross-Site Scripting,IDS,Government
DDoS,Endpoint Detection,Retail
Cross-Site Scripting,VPN,Energy
DDoS,Firewall,Healthcare
Zero-Day Exploit,MFA,Healthcare
Brute Force,WAF,Finance
Malware,Endpoint Detection,Manufacturing
Cross-Site Scripting,VPN,Healthcare
SQL Injection,VPN,Technology
Brute Force,Firewall,Technology
Phishing,IDS,Energy
Ransomware,WAF,Healthcare
Zero-Day Exploit,Endpoint Detection,Finance
Zero-Day Exploit,VPN,Manufacturing
Phishing,VPN,Finance
Phishing,MFA,Healthcare
Ransomware,Endpoint Detection,Finance
Cross-Site Scripting,WAF,Government
Cross-Site Scripting,MFA,Finance
Zero-Day Exploit,Endpoint Detection,Government
DDoS,VPN,Finance
Ransomware,Antivirus,Energy
Cross-Site Scripting,MFA,Energy
Phishing,VPN,Education
SQL Injection,MFA,Retail
Malware,IDS,Retail
SQL Injection,SIEM,Technology
DDoS,WAF,Government
Ransomware,MFA,Government
Ransomware,Antivirus,Technology
SQL Injection,IDS,Technology
Ransomware,Antivirus,Finance
SQL Injection,MFA,Finance
Cross-Site Scripting,Endpoint Detection,Education
SQL Injection,MFA,Healthcare
Brute Force,Firewall,Retail
Malware,IDS,Finance
SQL Injection,WAF,Manufacturing
DDoS,SIEM,Education
DDoS,VPN,Technology
Brute Force,IDS,Finance
Phishing,Endpoint Detection,Government
Zero-Day Exploit,VPN,Energy
Cross-Site Scripting,IDS,Energy
DDoS,IDS,Government
Malware,Antivirus,Retail
Cross-Site Scripting,Endpoint Detection,Manufacturing
DDoS,Firewall,Healthcare
SQL Injection,Firewall,Healthcare
Phishing,MFA,Healthcare
Zero-Day Exploit,WAF,Retail
SQL Injection,MFA,Technology
Phishing,IDS,Energy
Cross-Site Scripting,VPN,Technology
Zero-Day Exploit,VPN,Manufacturing
Ransomware,SIEM,Government
Ransomware,IDS,Healthcare
Cross-Site Scripting,MFA,Retail
Brute Force,Firewall,Retail
Phishing,Antivirus,Government
Zero-Day Exploit,SIEM,Technology
SQL Injection,Endpoint Detection,Energy
Ransomware,MFA,Government
Ransomware,Endpoint Detection,Healthcare
Malware,Firewall,Technology
SQL Injection,Endpoint Detection,Government
Malware,WAF,Manufacturing
Zero-Day Exploit,Endpoint Detection,Manufacturing
Brute Force,Antivirus,Healthcare
Cross-Site Scripting,SIEM,Education
SQL Injection,Firewall,Healthcare
DDoS,MFA,Energy
DDoS,WAF,Retail
Phishing,Firewall,Retail
Phishing,MFA,Healthcare
Cross-Site Scripting,MFA,Retail
Phishing,MFA,Healthcare
Phishing,MFA,Healthcare
Malware,WAF,Retail
Brute Force,MFA,Retail
DDoS,SIEM,Government
Ransomware,Antivirus,Healthcare
SQL Injection,VPN,Retail
Brute Force,WAF,Energy
Brute Force,MFA,Government
DDoS,Firewall,Energy
Brute Force,MFA,Manufacturing
Phishing,Firewall,Education
DDoS,Endpoint Detection,Retail
Malware,Firewall,Retail
Zero-Day Exploit,MFA,Manufacturing
Brute Force,Firewall,Technology
Zero-Day Exploit,IDS,Retail
Cross-Site Scripting,IDS,Technology
DDoS,Endpoint Detection,Education
Phishing,IDS,Manufacturing
Brute Force,IDS,Retail
Ransomware,VPN,Education
SQL Injection,VPN,Healthcare
Ransomware,WAF,Energy
SQL Injection,IDS,Finance
Phishing,IDS,Education
DDoS,Endpoint Detection,Government
Phishing,SIEM,Energy
Malware,Endpoint Detection,Energy
Zero-Day Exploit,MFA,Healthcare
Ransomware,Firewall,Manufacturing
Phishing,VPN,Technology
Phishing,Firewall,Education
Cross-Site Scripting,IDS,Retail
Malware,Endpoint Detection,Technology
Brute Force,Antivirus,Education
Zero-Day Exploit,VPN,Technology
Brute Force,Endpoint Detection,Retail
Ransomware,Endpoint Detection,Education
Malware,WAF,Education
SQL Injection,SIEM,Healthcare
Cross-Site Scripting,SIEM,Technology
Phishing,Endpoint Detection,Energy
Cross-Site Scripting,Firewall,Healthcare
Malware,Antivirus,Retail
Zero-Day Exploit,IDS,Retail
SQL Injection,MFA,Education
DDoS,VPN,Energy
SQL Injection,Firewall,Technology
Ransomware,SIEM,Education
Malware,Antivirus,Retail
Phishing,Antivirus,Education
Ransomware,VPN,Manufacturing
Brute Force,Endpoint Detection,Technology
Malware,Endpoint Detection,Government
Brute Force,VPN,Education
Phishing,WAF,Manufacturing
Cross-Site Scripting,SIEM,Energy
Ransomware,Endpoint Detection,Finance
Zero-Day Exploit,VPN,Government
DDoS,Endpoint Detection,Technology
Zero-Day Exploit,MFA,Retail
SQL Injection,SIEM,Retail
Ransomware,SIEM,Healthcare
Zero-Day Exploit,MFA,Government
SQL Injection,IDS,Education
Cross-Site Scripting,MFA,Healthcare
SQL Injection,Endpoint Detection,Finance
Zero-Day Exploit,Firewall,Technology
Brute Force,Endpoint Detection,Finance
Ransomware,WAF,Government
Malware,Endpoint Detection,Healthcare
Cross-Site Scripting,Endpoint Detection,Manufacturing
SQL Injection,IDS,Retail
Cross-Site Scripting,Firewall,Energy
Cross-Site Scripting,Antivirus,Manufacturing
Zero-Day Exploit,WAF,Energy
Ransomware,Endpoint Detection,Manufacturing
Ransomware,IDS,Energy
Cross-Site Scripting,SIEM,Manufacturing
Malware,Antivirus,Energy
Brute Force,Endpoint Detection,Technology
Malware,Firewall,Government
SQL Injection,SIEM,Healthcare
Cross-Site Scripting,SIEM,Retail
Cross-Site Scripting,Firewall,Manufacturing
SQL Injection,Antivirus,Technology
Malware,MFA,Finance
Cross-Site Scripting,Firewall,Energy
Phishing,VPN,Government
Brute Force,Firewall,Healthcare
Zero-Day Exploit,Endpoint Detection,Healthcare
DDoS,Antivirus,Energy
Brute Force,Endpoint Detection,Finance
Malware,Antivirus,Education
SQL Injection,IDS,Energy
Ransomware,Endpoint Detection,Manufacturing
DDoS,SIEM,Education
Brute Force,Antivirus,Retail
Zero-Day Exploit,Antivirus,Manufacturing
Malware,VPN,Technology
DDoS,Firewall,Government
DDoS,SIEM,Government
Malware,IDS,Technology
Phishing,VPN,Education
Brute Force,Endpoint Detection,Finance
Zero-Day Exploit,WAF,Retail
Ransomware,MFA,Government
Phishing,Antivirus,Retail
Cross-Site Scripting,VPN,Retail
SQL Injection,Firewall,Finance
Zero-Day Exploit,SIEM,Technology
Phishing,IDS,Technology
DDoS,Firewall,Retail
Zero-Day Exploit,WAF,Government
Zero-Day Exploit,Firewall,Energy
SQL Injection,Antivirus,Healthcare
Zero-Day Exploit,Antivirus,Retail
SQL Injection,VPN,Government
Cross-Site Scripting,IDS,Technology
Phishing,Endpoint Detection,Government
SQL Injection,SIEM,Technology
Zero-Day Exploit,WAF,Education
Brute Force,Firewall,Finance
Malware,Antivirus,Technology
SQL Injection,IDS,Energy
Phishing,SIEM,Technology
Malware,IDS,Government
Brute Force,IDS,Energy
Phishing,SIEM,Government
Brute Force,VPN,Energy
Malware,IDS,Technology
Malware,Endpoint Detection,Manufacturing
Phishing,Antivirus,Manufacturing
DDoS,VPN,Healthcare
DDoS,IDS,Energy
Malware,SIEM,Energy
SQL Injection,WAF,Retail
Zero-Day Exploit,MFA,Government
Malware,MFA,Retail
SQL Injection,IDS,Energy
Zero-Day Exploit,Firewall,Government
Malware,Firewall,Manufacturing
Cross-Site Scripting,Endpoint Detection,Energy
Cross-Site Scripting,WAF,Healthcare
DDoS,Firewall,Technology
Phishing,Firewall,Finance
Zero-Day Exploit,Endpoint Detection,Finance
Zero-Day Exploit,MFA,Government
Malware,SIEM,Manufacturing
Phishing,WAF,Finance
Ransomware,Endpoint Detection,Technology
DDoS,VPN,Healthcare
DDoS,Firewall,Energy
Zero-Day Exploit,VPN,Government
Ransomware,SIEM,Government
Zero-Day Exploit,MFA,Finance
Brute Force,IDS,Healthcare
Cross-Site Scripting,Antivirus,Education
Brute Force,MFA,Education
Ransomware,SIEM,Government
Zero-Day Exploit,WAF,Government
Malware,Antivirus,Retail
SQL Injection,MFA,Technology
Zero-Day Exploit,Firewall,Manufacturing
Cross-Site Scripting,Antivirus,Government
Cross-Site Scripting,MFA,Government
SQL Injection,Antivirus,Finance
DDoS,IDS,Education
Malware,IDS,Technology
Brute Force,VPN,Manufacturing
Ransomware,Antivirus,Finance
Brute Force,SIEM,Manufacturing
Malware,IDS,Government
Phishing,Firewall,Retail
SQL Injection,MFA,Education
Zero-Day Exploit,Endpoint Detection,Finance
Zero-Day Exploit,VPN,Education
Zero-Day Exploit,SIEM,Technology
DDoS,Firewall,Retail
Phishing,SIEM,Retail
Malware,VPN,Technology
Zero-Day Exploit,Antivirus,Energy
DDoS,MFA,Finance
Ransomware,Antivirus,Manufacturing
Phishing,MFA,Manufacturing
Ransomware,SIEM,Energy
SQL Injection,SIEM,Energy
Malware,IDS,Energy
SQL Injection,Antivirus,Education
Ransomware,SIEM,Manufacturing
SQL Injection,VPN,Healthcare
Ransomware,WAF,Government
DDoS,SIEM,Energy
Malware,Firewall,Energy
DDoS,WAF,Energy
Zero-Day Exploit,WAF,Healthcare
Ransomware,SIEM,Finance
Cross-Site Scripting,WAF,Retail
Cross-Site Scripting,SIEM,Retail
Zero-Day Exploit,Firewall,Manufacturing
Phishing,Antivirus,Retail
Cross-Site Scripting,WAF,Energy
Zero-Day Exploit,MFA,Education
Zero-Day Exploit,Endpoint Detection,Healthcare
DDoS,Endpoint Detection,Education
DDoS,MFA,Government
Ransomware,Antivirus,Energy
Malware,Firewall,Government
SQL Injection,MFA,Government
Cross-Site Scripting,SIEM,Government
Phishing,VPN,Education
Phishing,MFA,Energy
DDoS,MFA,Energy
Ransomware,WAF,Manufacturing
Cross-Site Scripting,Antivirus,Education
Zero-Day Exploit,Firewall,Energy
Malware,WAF,Government
Brute Force,MFA,Government
Brute Force,Antivirus,Retail
Phishing,VPN,Finance
Brute Force,SIEM,Education
Phishing,Antivirus,Finance
DDoS,Firewall,Retail
DDoS,VPN,Technology
DDoS,SIEM,Energy
Ransomware,MFA,Technology
DDoS,SIEM,Energy
Zero-Day Exploit,IDS,Retail
Phishing,Antivirus,Retail
SQL Injection,Endpoint Detection,Government
SQL Injection,Endpoint Detection,Government
Cross-Site Scripting,VPN,Technology
SQL Injection,Firewall,Retail
Cross-Site Scripting,MFA,Technology
Malware,WAF,Education
Ransomware,SIEM,Manufacturing
Brute Force,VPN,Manufacturing
Brute Force,WAF,Technology
Brute Force,WAF,Energy
Cross-Site Scripting,IDS,Finance
Zero-Day Exploit,VPN,Retail
DDoS,Antivirus,Education
Phishing,MFA,Education
Cross-Site Scripting,WAF,Manufacturing
DDoS,WAF,Technology
Malware,WAF,Finance
DDoS,WAF,Manufacturing
Zero-Day Exploit,Firewall,Technology
Ransomware,IDS,Retail
DDoS,WAF,Healthcare
DDoS,Firewall,Manufacturing
Cross-Site Scripting,Firewall,Finance
SQL Injection,SIEM,Healthcare
SQL Injection,WAF,Government
DDoS,IDS,Finance
Phishing,IDS,Education
SQL Injection,Antivirus,Technology
Zero-Day Exploit,SIEM,Education
Phishing,Endpoint Detection,Finance
Phishing,Endpoint Detection,Manufacturing
Phishing,IDS,Healthcare
Ransomware,Endpoint Detection,Finance
Malware,MFA,Government
Malware,WAF,Manufacturing
Brute Force,MFA,Government
SQL Injection,SIEM,Finance
Zero-Day Exploit,IDS,Government
DDoS,WAF,Education
Malware,Firewall,Finance
Phishing,WAF,Technology
Ransomware,MFA,Government
SQL Injection,MFA,Manufacturing
SQL Injection,WAF,Government
Phishing,Antivirus,Technology
SQL Injection,WAF,Education
Ransomware,VPN,Education
Brute Force,WAF,Government
Brute Force,Endpoint Detection,Healthcare
DDoS,VPN,Retail
Cross-Site Scripting,Endpoint Detection,Government
Brute Force,Antivirus,Education
Brute Force,IDS,Retail
DDoS,IDS,Government
Brute Force,MFA,Healthcare
Ransomware,IDS,Finance
DDoS,IDS,Healthcare
Cross-Site Scripting,IDS,Education
Phishing,WAF,Retail
Brute Force,Firewall,Manufacturing
Phishing,VPN,Finance
Ransomware,SIEM,Government
Brute Force,SIEM,Education
SQL Injection,MFA,Energy
Malware,SIEM,Government
Malware,Endpoint Detection,Retail
Malware,Antivirus,Technology
Phishing,VPN,Manufacturing
Cross-Site Scripting,Endpoint Detection,Government
DDoS,MFA,Manufacturing
Cross-Site Scripting,WAF,Finance
SQL Injection,Endpoint Detection,Retail
SQL Injection,IDS,Energy
Phishing,SIEM,Retail
SQL Injection,IDS,Education
Cross-Site Scripting,VPN,Finance
Malware,SIEM,Education
Phishing,Endpoint Detection,Manufacturing
SQL Injection,MFA,Government
Brute Force,WAF,Healthcare
DDoS,Firewall,Government
DDoS,WAF,Healthcare
DDoS,Endpoint Detection,Retail
Ransomware,MFA,Education
Zero-Day Exploit,IDS,Healthcare
Cross-Site Scripting,MFA,Finance
Zero-Day Exploit,Endpoint Detection,Manufacturing
Ransomware,SIEM,Energy
Brute Force,Firewall,Finance
Phishing,SIEM,Government
SQL Injection,WAF,Energy
Zero-Day Exploit,Endpoint Detection,Energy
SQL Injection,WAF,Retail
Malware,VPN,Education
Zero-Day Exploit,WAF,Education
Malware,IDS,Retail
DDoS,Firewall,Manufacturing
Cross-Site Scripting,WAF,Manufacturing
Phishing,SIEM,Manufacturing
Brute Force,SIEM,Retail
SQL Injection,Antivirus,Energy
Cross-Site Scripting,Antivirus,Manufacturing
DDoS,SIEM,Technology
Malware,Endpoint Detection,Retail
DDoS,Antivirus,Government
Brute Force,Firewall,Energy
Zero-Day Exploit,SIEM,Government
SQL Injection,VPN,Retail
Cross-Site Scripting,VPN,Energy
Ransomware,IDS,Healthcare
Ransomware,SIEM,Energy
Cross-Site Scripting,IDS,Finance
DDoS,IDS,Retail
SQL Injection,MFA,Retail
Malware,Endpoint Detection,Finance
Malware,VPN,Retail
Malware,SIEM,Retail
Zero-Day Exploit,Antivirus,Retail
Phishing,IDS,Healthcare
Malware,Antivirus,Finance
Ransomware,Endpoint Detection,Education
Cross-Site Scripting,VPN,Education
Zero-Day Exploit,Firewall,Energy
DDoS,WAF,Finance
Brute Force,VPN,Energy
Malware,VPN,Retail
SQL Injection,Antivirus,Finance
Malware,Firewall,Healthcare
Malware,Antivirus,Energy
SQL Injection,IDS,Finance
Malware,Endpoint Detection,Technology
Zero-Day Exploit,WAF,Manufacturing
Malware,IDS,Healthcare
Zero-Day Exploit,MFA,Education
DDoS,VPN,Energy
DDoS,Antivirus,Energy
DDoS,MFA,Energy
SQL Injection,IDS,Retail
Ransomware,Antivirus,Technology
DDoS,Endpoint Detection,Technology
Cross-Site Scripting,WAF,Technology
SQL Injection,VPN,Government
Malware,WAF,Energy
SQL Injection,Antivirus,Education
Ransomware,Endpoint Detection,Energy
Malware,IDS,Manufacturing
Phishing,Firewall,Finance
Cross-Site Scripting,SIEM,Healthcare
Cross-Site Scripting,MFA,Technology
Brute Force,IDS,Technology
Cross-Site Scripting,Antivirus,Energy
Phishing,Firewall,Energy
Brute Force,Antivirus,Government
Cross-Site Scripting,VPN,Technology
Ransomware,MFA,Education
Phishing,WAF,Energy
DDoS,VPN,Retail
Zero-Day Exploit,VPN,Energy
SQL Injection,Firewall,Technology
Phishing,Firewall,Technology
Ransomware,SIEM,Education
Ransomware,VPN,Manufacturing
Malware,SIEM,Finance
Zero-Day Exploit,VPN,Healthcare
Phishing,MFA,Energy
Zero-Day Exploit,VPN,Manufacturing
Malware,SIEM,Energy
Brute Force,IDS,Education
Ransomware,MFA,Retail
DDoS,Firewall,Technology
Ransomware,VPN,Retail
Zero-Day Exploit,VPN,Retail
SQL Injection,IDS,Retail
Brute Force,WAF,Healthcare
Zero-Day Exploit,WAF,Manufacturing
Phishing,Endpoint Detection,Government
Zero-Day Exploit,WAF,Energy
SQL Injection,IDS,Energy
DDoS,VPN,Government
SQL Injection,VPN,Retail
Malware,SIEM,Education
Cross-Site Scripting,IDS,Manufacturing
Malware,Endpoint Detection,Education
Brute Force,VPN,Government
Ransomware,SIEM,Retail
DDoS,Firewall,Healthcare
Brute Force,MFA,Government
Zero-Day Exploit,Firewall,Government
Cross-Site Scripting,WAF,Education
Phishing,SIEM,Healthcare
SQL Injection,SIEM,Education
Malware,MFA,Government
Malware,Firewall,Healthcare
DDoS,Endpoint Detection,Energy
Phishing,Endpoint Detection,Education
SQL Injection,Antivirus,Government
Cross-Site Scripting,MFA,Manufacturing
Ransomware,IDS,Finance
SQL Injection,VPN,Technology
Zero-Day Exploit,IDS,Technology
Brute Force,Endpoint Detection,Education
Ransomware,VPN,Energy
Zero-Day Exploit,MFA,Government
Brute Force,Endpoint Detection,Energy
Zero-Day Exploit,WAF,Energy
Zero-Day Exploit,VPN,Technology
Malware,VPN,Government
Cross-Site Scripting,WAF,Education
Malware,IDS,Healthcare
Cross-Site Scripting,IDS,Government
Phishing,SIEM,Energy
SQL Injection,WAF,Energy
SQL Injection,WAF,Technology
Cross-Site Scripting,Endpoint Detection,Technology
DDoS,Antivirus,Retail
Phishing,Endpoint Detection,Manufacturing
Brute Force,Firewall,Retail
SQL Injection,SIEM,Finance
